DENOMINAÇÃO SOCIAL ,NOME DE PREGÃO,CÓDIGO,CNPJ,DATA REGISTRO,DATA DE CANCELAMENTO,ÚLTIMO ENDEREÇO E ; TELEFONE DA SEDE ,MOTIVO DO CANCELAMENTO
TC SECURITIES CIA DE SECURITIZACAO,TC SECURIT ,TCSC,67.437.434/0001-24,12/21/2006,1/5/2017,"Rua Victor Annibal Rosim, 27; CEP: 13670-000; Santa Rita do Passa Quatro-SP; Tel.:(19) 3582-9200",Não iniciou a negociação de seus valores mobiliários até o prazo máximo previsto no Regulamento para Listagem de Emissores e Admissão à Negociação de Valores Mobiliários da BM&FBOVESPA.
TEC TOY S.A.,TECTOY ,TOYB,22.770.366/0001-82,6/21/1993,8/6/2019,"Avenida Buriti, 3149; CEP: 69075-000; São Paulo - SP; Tel.: (11) 2123-8004","Cancelou registro de cia aberta. A Steluc Participações Ltda. realizou OPA na B3 em 04/07/2019 ao preço de R$ 2,27 /ação ordinária e R$ 2,07/ ação preferencial."
TECBLU TECELAGEM BLUMENAU S.A.,TEC BLUMENAU,TENE,08.424.178/0001-71,11/29/1984,3/6/2017,BR 101 - KM 15; CEP: 59150-000; Parnamirim-RN; Tel.:(84) 3878-1200,"Listagem cancelada na BM&FBOVESPA, nos termos do item 10.2 do Regulamento para Listagem de Emissores e Admissão de Valores Mobiliários (Regulamento), devido ao descumprimento de requisitos previstos no Regulamento."
TECHNOS RELÓGIOS S.A.,TECHNOS REL,TCHN,92.672.203/0001-42,12/4/1972,4/26/2005,"Rua Helios Seelinger,155 
; CEP: 22640 - 040
; Rio de Janeiro - RJ
; Tel.: (21)3154-8950","Cancelou registro de Cia Aberta . O acionista controlador, Sr. Mário Hilário Goettems realizou OPA na BOVESPA em 06/04/2005 ao preço de R$ 796,21 /mil ações.               
"
TEGENER PARTICIPAÇÕES S.A.,TEGENER PART,LIBP,00.299.045/0001-09,12/28/1994,4/19/2001,"Rua do Carmo,07 - 8ºandar / Parte
; CEP: 20011 - 020
; Rio de Janeiro - RJ 
; Tel.: (11)212-4000","Cancelou registro de Cia Aberta . O acionista controlador, Essence Corporation realizou OPA na BOVESPA em 16/02/2001, ao preço de R$ 0,10 /ação. Não houve oferta de ações, os acionistas representando 100% das ações em circulação no mercado, manifestaram - se  favoravelmente ao cancelamento do registro de Cia Aberta. "
TELE CENTRO OESTE CEL. PARTICIPAÇÕES S.A. ,TELE CTR OES,TCOC,02.558.132/0001-69,9/11/1998,6/7/2006,"SCS Quadra, 02 - BL C - 7º andar / Loja 226 ; CEP:70302-916; Brasilia - DF; Tel.:(61)3962-7759","Incorporada pela Vivo Participações S.A. (atual denominação social da Telesp Celular Participações S.A.). Cada ação foi substituída por 3,0830 ações da Vivo Participações S.A., respeitadas as espécies."
TELE LESTE CELULAR PARTICIPAÇÕES S.A. ,TELE LESTE CL ,TLCP,02.558.144/0001-93,9/11/1998,31/05/2006,"Av. Roque Petrone Junior, 1464 - 6º andar / Lado B; CEP:04707-000; São Paulo - SP; Tel.:(11)5105-2247","Incorporada pela Vivo Participações S.A. (atual denominação social da Telesp Celular Participações S.A.). Cada ação foi substituída por 3,8998 ações da Vivo Participações S.A., respeitadas as espécies."
TELE NORDESTE CELULAR PARTICIPAÇÕES S.A.,TELE NORD CL,TNEP,02.558.156/0001-18,9/11/1998,10/25/2004,"Av. Conde da Boa Vista,800 -  2ºandar
; CEP: 50060 - 004
; Recife - PE 
; Tel.: (81)3302-2591
","Incorporada pela Tim Participações S.A. (atual denominação social da Tele Celular Sul Participações S.A.). Cada ação foi substituída por 0,9261 ação da Tim Participações S.A., observada a espécie."
TELE NORTE CELULAR PARTICIPACOES S.A.,TELE NORT CL,TNCP,02.558.154/0001-29,9/11/1998,1/11/2013,"Rua General Polidoro, 99 - 5º andar; CEP: 22280-001; Rio de Janeiro - RJ; Tel.: (21) 3131-1211","Cancelou o registro de Cia Aberta. A companhia realizou OPA na BM&FBOVESPA em 13/12/2012, ao preço de R$ 118,53/ação, na qual prevaleceu uma oferta concorrente no valor de R$ 201,00/ação feita pelo Tempo Capital Principal Fundo de Investimento em Ações. Em 21/12/2012 a companhia adquiriu da Tempo Capital FIA 131.564 ações ordinárias e 56.909 ações preferenciais de sua emissão, ao preço de R$ 182,60/ação. Em AGE realizada em 26/12/2012, foi deliberado o resgate das ações remanescentes pelo valor de R$ 201,00/ação."
TELE NORTE LESTE PARTICIPAÇÕES S.A.,TELEMAR,TNLP,02.558.134/0001-58,9/11/1998,18/04/2012,"Rua Humberto de Campos, 425 8º andar; CEP:22430-190; Rio de Janeiro - RJ; Tel.:(21) 3131-1211","Incorporada pela Oi S.A.. Aos acionistas dissidentes da incorporação, titulares de ações ordinárias em 24/05/2011, foi concedido o direito de retirada no período compreendido entre 29/02/2012 a 29/03/2012, no valor de R$ 28,93 por ação. Os acionistas titulares de ações preferenciais da Companhia não tiveram direito de retirada, uma vez que essas ações possuem liquidez e dispersão no mercado."
TELE SUDESTE CELULAR PARTICIPAÇÕES S.A.,TELE SUDESTE,TSEP,02.558.129/0001-45,9/11/1998,31/05/2006,"Praia de Botafogo, 501- 7º andar / Sala 701; CEP:22250-040; Rio de Janeiro  - RJ; Tel.:(21)2574-3302","Incorporada pela Vivo Participações S.A. (atual denominação social da Telesp Celular Participações S.A.). Cada ação foi substituída por 3,2879 ações da Vivo Participações S.A., respeitadas as espécies. "
TELEBAHIA CELULAR S.A.,TELEBAHIA CL,TBAC,02.331.879/0001-80,5/6/1998,4/30/2001,"Rua Silveira Martins,1036
; CEP: 41150 - 000
; Salvador - BA 
; Tel.: (71)387-7004 ","Incorporada pela Tele Leste Celular Participações S.A. Cada ação foi substituída por 22,3157766993430 ações da Tele Leste Celular, observada a espécie."
TELEBRASÍLIA CELULAR  S.A.,TELEBRASI CL,TBRC,02.320.032/0001-08,5/6/1998,8/4/1999,"Scs. Quadra 02 Bl.C - 7ºandar / Loja 206/226                             
; CEP: 70319-901
; Brasília - DF 
; Tel.: (61)313-7700",Mudou registro para Balcão Organizado.
TELEC DA BAHIA S.A. TELEBAHIA,TELEBAHIA,TEBA,15.137.276/0001-93,6/17/1982,1/3/2002,"Rua Silveira Martins,355  
Módulo 8
; CEP: 41156 - 900
; Salvador - BA 
; Tel.: (71)325-2700 ","Incorporada pela Telemar Norte Leste S.A. (atual denominação social da Telecomunicações do  Rio de Janeiro S.A. - Telerj). Cada ação ON foi substituída por 2,790 ações ON da Telemar Norte Leste S.A., e cada ação PN independente da classe foi substituída por 2,790 ações PNA da Telemar Norte Leste S.A."
TELEC DE BRASÍLIA S.A. TELEBRASÍLIA,TELEBRASILIA,TBRS,00.058.578/0001-07 ,8/4/1992,11/20/2000,"Sia/Sul-ASP Lote D - 2ºandar / Bl.A
; CEP: 71200 - 010
; Brasília - DF 
; Tel.: (61)105-2222","Incorporada pela  Telecomunicações do Paraná S.A. -  Telepar (atual Brasil  Telecom S.A.). Cada ação foi substituída por 0,878420 ação PN da  Telepar, independente da espécie."
TELEC DE MINAS GERAIS S.A. TELEMIG,TELEMIG,TMGR,17.184.201/0001-99,6/19/1992,1/3/2002,"Av. Afonso Pena,4001 - 
1ºandar
; CEP: 30130 - 008
; Belo Horizonte - MG 
; Tel.: (31)3229-4400","Incorporada pela Telemar Norte Leste S.A. (atual denominação social da Telecomunicações do  Rio de Janeiro S.A. - Telerj ). Cada ação ON foi substituída por 2,793 ações ON da Telemar Norte Leste S.A., e cada ação PN independente da classe foi substituída por 2,793 ações PNA da Telemar Norte Leste S.A. "
TELEC DE SÃO PAULO S.A. TELESP ,TELESP ,TLSP,43.642.727/0001-85,8/6/1975,3/22/2000,"Av. Brigadeiro Faria  Lima,3729 - 9ºandar
; CEP: 04538 - 133
; São Paulo - SP 
; Tel.: (11)3047-1642","Incorporada pela Telesp Participações S.A. Cada ação ON foi substituída por 7,0091 ações ON da Telesp Participações, e cada ação PN foi substituída por 5,4173 ações PN da Telesp Participações."
TELEFÔNICA DATA BRASIL HOLDING S.A.,TEF DATA BRA,TDBH,04.295.166/0001-33,5/8/2001,25/10/2006,"Av. Brigadeiro Faria Lima, 1188 - 7º andar; CEP:01451-001; São Paulo - SP; Tel.:(11)3549-7033","Incorporada pela Telecomunicações de São Paulo S.A. - TELESP.  Cada grupo de 75.389 ações foram substituídas por 1 (uma) ação da Telecomunicações de São Paulo S.A. - TELESP, respeitadas as espécies. "
TELEFONICA S.A.,TELEFONICA,TEFC,05.721.582/0001-19,24/05/2000,20/09/2011,"Gran VIa, 28 ,  ; CEP:; Madri - Espanha - ; Tel.:(11)3549-7200",Cancelou o registro de cia. estrangeira. 
Telemar Participações S.A.,TELEMAR PART,TLMP,02.107.946/0001-87,7/11/2000,10/27/2015,"Praia de Botafogo, 300, 11º andar/sala 1101; CEP: 22250-040; Rio de Janeiro-RJ; Tel.: (21) 3873-9016","Cancelou registro de cia. Aberta, em decorrência da sua incorporação pela Oi S/A."
TELEMIG CELULAR PARTICIPAÇÕES S.A.,TELEMIG PART,TMCP,02.558.118/0001-65,9/11/1998,19/10/2009,"Rua Levindo Lopes, , 258 - 8ºandar; CEP:30140-170; Belo Horizonte - MG; Tel.:(31)9933-3930","Incorporada pela Vivo Participações S.A. Para cada ação ON e PN foram atribuídas 1,37 novas ações da respectiva espécie da Vivo Participações S.A. "
TELEMIG CELULAR S.A.,TELEMIG CL,TMGC,02.320.739/0001-06,5/6/1998,19/10/2009,"Rua Levindo Lopes, 258 - 10º andar; CEP:30140-170; Belo Horizonte - MG; Tel.:(31)9933-3930","Incorporada pela Telemig Celular Participações S.A. Para cada ação ON ou PN foram atribuídas 17,40 novas ações da respectiva espécie da Telemig Celular Participações S.A."
TELERJ CELULAR S.A.,TELERJ CL,TRJC,02.330.506/0001-94 ,5/6/1998,4/4/2001,"Praia de Botafogo,501 - 
7ºandar 
; CEP: 22250 - 040
; Rio de Janeiro - RJ
; Tel.: (21)586-6530 ","Incorporada pela Tele Sudeste Celular Participações S.A. Cada ação foi substituída por 5,838806455313010 ações da Tele Sudeste Participações S.A.,observada a espécie."
TELESP CELULAR S.A.,TELESP CL,TSPC,02.319.126/0001-59,5/6/1998,3/22/2000,"Rua Abílio Soares,409 - 14ºandar
; CEP: 04005 - 001
; São Paulo - SP 
; Tel.: (11)3059-7590","Incorporada pela Telesp Celular Participações. Cada ação ON foi substituída por 5,6175 ações ON da Telesp Celular Participações e cada ação PNA e PNB foram substituídas por 4,8393 ações PN da Telesp Celular Participações."
TELET S.A. ,TELET,TETE,01.655.694/0001-68,26/03/1997,19/08/2006,"Rua Gilberto Laste, 52 ; CEP:90850-300; Porto Alegre - RS; Tel.:(51) 3323-1000","Incorporada pela BCP S.A. Cada ação ON foi substituída por 0,099485442 ação ON da BCP e cada ação PNA ou PNB foram substituídas por 0,099485442 ação PN da BCP S.A. "
Tempo Participações S.A.,TEMPO PART ,TEMP,06.977.739/0001-34,11/27/2007,5/18/2016,"Avenida Andromeda, 2000 - Edifício 19 - Cond. Green Valley; CEP: 06473-000; Barueri-SP; Tel.: (11) 3336-8587","Cancelou registro de Cia Aberta. A Hill Valley Participações S.A. realizou OPA na BOVESPA em 28/03/2016 ao preço de R$ 4,15 /ação. (no caso de pagamento a vista) e R$ 4,09/ação (no caso de pagamento parcelado). "
TEREOS INTERNACIONAL S.A.,TEREOS ,TERI,11.566.501/0001-56,8/11/2010,9/29/2016,"Avenida Brigadeiro Faria Lima, 1663 - 13º andar/parte; CEP: 01452-001; São Paulo-SP; Tel.: (11) 3544-4900",Cancelou registro de cia aberta.
TERMINAIS PORTUARIOS PONTA DO FELIX S.A.,TERMIN PORT ,TPPF ,85.041.333/0001-11,3/11/1996,1/5/2017,"Rua Engengheiro Luiz Augusto Leão Fonseca, 1520; CEP: 83370-000; Antonina-PR; Tel.: (41) 3432-8000",Não iniciou a negociação de seus valores mobiliários até o prazo máximo previsto no Regulamento para Listagem de Emissores e Admissão à Negociação de Valores Mobiliários da BM&FBOVESPA.
TFA SECURITIZADORA S.A.,TFA SECURIT ,TFAS,08.253.728/0001-37,1/19/2007,3/27/2013,"Rua Joaquim Floriano, 888 - Conjunto 801 A ; CEP: 04534-003; São Paulo -SP; Tel.: (11) 3078-4994",Cancelou registro de cia. aberta.
TGLT S.A,TGLT ,TGLT,14.212.464/0001-76,11/4/2011,2/6/2017,"Avenida Scalabrini Ortiz, 3333 - 1º piso / C1425DCB; Buenos Aires - Argentina; Tel.: +54 11 5237-5216",Programa de BDR´S cancelado pela CVM. 
TIG HOLDING LTD.,TIG LTD,TARP,08.665.255/0001-85,5/22/2007,20/12/2010,"56 Reid Street- Bermuda House ,  ; CEP:; Bermudas - ; Tel.:(00141)293-5967","Na Assembleia Geral Extraordinaria realizada em 29/11/2010 foi aprovado o Contrato de Consolidação entre a TIG Holding Ltd., a TH1 Ltd. e a TH Ltd., resultando em uma sociedade consolidada que será detida integralmente pela TH Ltd.Cada ação classe A (incluindo ações classe A representadas por certificados de depósito ou “BDRs”) foi cancelado e convertido no direito ao recebimento de R$ 18,23 da sociedade consolidada."
TIM SUL S.A.,TIM SUL ,TPRC,02.332.397/0001-44,5/6/1998,12/9/2005,"Rua Comendador Araújo, 229 ; CEP:80420-000; Curitiba - PR; Tel.:(41)312-6702","Incorporada pela Tim Participações S.A. Cada ação foi substituída por 28,8421 ações da Tim Participações S.A., sendo que os detentores de ações ON receberam em ON e os detentores de ações PNA e PNB receberam em PN."
"TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S.A.",TIVIT,TVIT,07.073.027/0001-53,24/09/2009,17/01/2011,"Av. Prefeito Carlos Ferreira Lopes, 490 ; CEP:08773-490; Mogi das Cruzes - SP; Tel.:(11)3411-4141","Cancelou o registro de cia. aberta. A acionnista cotroladora Dethalas Empreendimentos e Participações S.A., realizou OPA na BMFBOVESPA em 20/12/2010, ao preço de R$ 18,10 /ação."
TRAFO EQUIPAMENTOS ELÉTRICOS S.A.,TRAFO,TRFO,90.286.105/0001-41,16/02/1979,3/2/2010,"RODVIA RS 20,  ; CEP:94100-250; GRAVATAÍ - RS; Tel.:3489-2500","Incorporada pela WEG S.A.  Cada ação foi substituída por R$ 4,05 ações da WEG S.A., observada a espécie."
TRANSBRASIL S.A. LINHAS AÉREAS ,TRASNBRASIL,TRBR,60.872.173/0001-21,4/11/1968,1/9/2004,"Zona C,1 - Lotes 8 E 9
; CEP: 71609 - 970
; Brasília - DF
; Tel.: (61)365-1222 ",Falta de atualização do registro perante a BOVMESB. A BOVESPA cancelou a autorização para a negociação em 07/10/2003. 
TRANSPARANÁ S.A.,TRANSPARANA,TRPA,78.594.876/0001-09,11/30/1965,3/1/1999,"Rua Norman Prochet,100
; CEP: 86030-310
; Londrina - PR
; Tel.: (43)321-2346",Registro cancelado pela BVPR. A BOVESPA cancelou autorização para negociação em 11/12/1998.
TRANSUL S.A.,TRANSUL,TRSL,01.529.588/0001-38,3/4/1998,12/14/1999,"Av. Rio Branco,138 - 16ºandar / Parte
; CEP: 20057-900
; Rio de Janeiro - RJ
; Tel.: (21)508-4280",Cancelou registro de Cia Aberta. Aprovado por 100% dos acionistas. 
TRIKEM S.A.,TRIKEM,CPCA,13.558.226/0001-54,18/05/1981,29/03/2004,"Rua Hidrogênio,3342 - Copec
; CEP: 42810 - 000
; Camacari - BA
; Tel.: (71)632-3300","Incorporada pela Braskem S.A. Cada lote de 3,47 ações foi substituído por uma ação PNA de emissão da Braskem S.A., independente da espécie."
TRILUX PARTICIPAÇÕES S.A.,TRILUX,TLUX,32.185.928/0001-84 ,11/29/1988,7/2/2001,"Rua Voluntários da Pátria,45 - 12ºandar
; CEP: 22270 - 000
; Rio de Janeiro - RJ
; Tel.: (21)539-0882 ","Cancelou registro de Cia Aberta . Os acionistas controladores, Carlos Moacyr Gomes de Almeida, Luiz Cyrillo Fernandes e Jayme Moraes Aranha realizaram OPA na BOVESPA em 25/05/2001 ao preço de R$ 16,49 /ação."
TROMBINI S.A.          ADM. E PARTICIPAÇÃO ,TROMBINI,TRMB,75.049.965/0001-78,7/21/1986,12/14/1999,"Rua Ermelino Mariano Ribas,200
; CEP: 80510-000
; Curitiba - PR
; Tel.: (41)331-1100","Cancelou registro de Cia Aberta. O acionista controlador, GSM Administração e Participação Ltda. realizou OPA na BOVESPA em 29/10/1999 ao preço de R$ 1,27 /mil ações."
TRORION S.A.,TRORION,TROR,61.418.430/0001-12,16/10/1959,31/03/2011,"Av. Fukuichi Nakata, 630 ; CEP:09950-916; Diedema - SP; Tel.:(11)4075-2333",Falta de atualização do registro perante a BMFBOVESPA.
TUPIANA S.A.,TUPIANA,TPAN,00.313.160/0001-90,7/20/1995,1/14/1999,"Av. Rio Branco,138 - 16ºandar
; CEP: 20057-900
; Rio de Janeiro - RJ
; Tel.: (21)508-4000",Cancelou registro de Cia Aberta. Aprovado por 100% dos acionistas. 
ULBRA RECEBIVEIS S.A.,ULBRA RECEB,ULBR,05.388.437/0001-68,10/9/2003,18/07/2011,"Rua Fioravante Milanez , 206 ; CEP:92010-40; Canoas - RS; Tel.:(51)3477-4000",Falta de atualização do registro perante BMFBOVESPA.
UNI CIDADE SP TRUST DE RECEBIVEIS S.A.,UNI CIDADE,UNCI,07.394.616/0001-33,5/23/2006,5/23/2014,"Rua Cesário Galeno, 475 - 6º andar/Sala 154; CEP: 03071-000; São Paulo-SP; Tel.: (11) 2178-1295",Cancelou registro de cia. aberta.
UNIBANCO HOLDINGS S.A.,UNIBANCO HLD,UBHD,00.022.034/0001-87,10/10/1995,16/04/2009,"Av. Eusebio Matoso, 891  - 22ª andar; CEP:05423-901; São Paulo - SP; Tel.:(11)3584-1980","Incorporado pelo Banco Itaú S.A., que por sua vez teve suas ações incorporadas pelo Itaú Unibanco Banco Múltiplo S.A. Cada 1,1797 ação ON e 3,4782  ação PN foram substituídas por uma ação ON e uma ação PN do Itaú Unibanco Banco Múltiplo S.A"
UNIBANCO UNIÃO DE BANCOS BRASILEIROS S.A.,UNIBANCO,UBBR,33.700.394/0001-40,18/04/1968,16/04/2009,"Av. Eusebio Matoso, 891  - 4º andar; CEP:05423-901; São Paulo - SP; Tel.:(11)3584-1980","Incorporado pelo Banco Itaú S.A., que por sua vez teve suas ações incorporadas pelo Itaú Unibanco Banco Múltiplo S.A. Cada 1,1797 ação ON e 3,4782 ação PN foram substituídas por uma ação ON e uma ação PN do Itaú Unibanco Banco Múltiplo S.A."
UNIVERCIDADE TRUST DE RECEBIVEIS S.A.,UNIVERCIDADE,UNIT,06.027.566/0001-93,9/2/2004,12/30/2013,"Avenida Graça Aranha, 416 - 10º andar/ Grupo IV; CEP:20030-001; Rio de Janeiro-RJ; tel.: (21) 2524-9325",Cancelou registro de cia. aberta.
UNIVERSO ONLINE S.A.,UOL,UOLL,01.109.184/0001-95,14/12/2005,19/01/2012,"Avenida Brigadeiro Faria Lima, 1384 6º andar; CEP:01452-002; São Paulo - SP; Tel.:(11) 3038-8958","Cancelou registro de Cia Aberta. O acionista controlador, Folhapar S.A. realizou OPA na BM&FBOVESPA em 29/12/2011 ao preço de R$ 19,50/ação."
UOL INC. S.A.,UOL INC,UOLI,03.329.124/0001-03 ,10/15/1999,2/17/2004,"Av. Brigadeiro Faria Lima,1384 - 8ºandar
; CEP: 01452 - 002
; São Paulo  - SP 
; Tel.: (11)3038-8171",Incorporado pelo Universo On Line Ltda. Não estava admitida à cotação na BOVESPA. 
UPTICK PARTICIPAÇÕES S.A.,UPTICK,UPKP,02.162.616/0001-94,11/17/1997,12/26/2000,"Av. Almirante Barroso,52 - 33ºandar / Parte
; CEP: 20031 - 918
; Rio de Janeiro - RJ 
; Tel.: (21)2510-9999",Mudou registro para Balcão Organizado (SOMA).
USINA SIDERÚRGICAS DE MINAS GERAIS S.A.,USIMINAS,USIM,17.157.850/0001-09 ,4/11/1994,2/3/1999,"Av. do Café,277- Torre B - 7ºandar
; CEP: 04311-000
; São Paulo - SP 
; Tel.:  (11)5070-8985",Incorporada pela Companhia Siderúrgica Paulista - Cosipa. Em 29/01/1999 a Cosipa alterou sua denominação social para Usina Siderúrgica de Minas Gerais-USIMINAS e passou a utilizar o código de negociação USIM. Cada ação foi substituída por uma ação da nova Usina Siderúrgica de Minas Gerais S.A. - USIMINAS. 
VALE FERTILIZANTES S.A.,VALEFERT,FFTL,19.443.985/0001-58,8/11/1992,26/12/2011,"Estrada da Cana - Km 11,  ; CEP:38031-110; Uberaba - MG; Tel.:(34) 3319-2006","Cancelou o registro de cia aberta. A acionista controladora Mineração Naque S.A. realizou OPA na BMFBOVESPA em 12/12/2011 ao preço de R$ 25,00 / ação."
VALETRON S.A.,VALETRON ,VLTR ,01.772.313/0001-20,5/8/1997,4/28/1999,"Av. Presidente Wilson,231 - 28ºandar / Parte
; CEP: 20030-021
; Rio de Janeiro - RJ
; Tel.:   (21)3804-3700",Mudou registro para Balcão Organziado (SOMA).
VALLOUREC &  MANNESMANN TUBES-V&M BR S.A.,MANNESMANN,MANM,17.170.150/0001-46,10/10/1963,10/9/2000,"Av. Olinto Meirelles,65
; CEP: 30640 - 010
; Belo Horizonte - MG
; Tel.: (31)3328-2479","Cancelou registro de Cia Aberta .O acionista controlador, Vallourec & Mannesmann Tubes - V&M BR S.A. realizou OPA na BOVESPA em 22/09/2000 ao preço de R$ 161,09 /mil ações."
VARIG PARTICIPAÇÕES EM SERVIÇOS COMPLEMENTARES S.A.,VARIG SERV,VPSC,03.634.795/0001-88,20/07/2000,1/5/2011,"Av. Almirante Silvio de Noronha, 361 ; CEP:20021-010; Rio de Janeiro - RJ; Tel.:(21)3974-2429",Falta de atualização do registro perante a BMFBOVESPA.
VARIG PARTICIPAÇÕES EM TRANSPORTES AEREOS S.A.,VARIG TRANSP,VPTA,03.634.777/0001-04,20/07/2000,1/5/2011,"Av. Almirante Silvio de Noronha, 361 ; CEP:20021-010; Rio de Janeiro - RJ; Tel.:(21)3974-2426",Falta de atualização do registro perante a BMFBOVESPA.
VBC ENERGIA S.A.,VBC ENERGIA,NCNE,00.095.147/0001-02,30/08/1994,11/8/2011,"Rua Funchal, 160 Bloco 4; CEP:04551-903; São Paulo - SP; Tel.:(11) 3471-5849",Cancelou registro de Cia. Aberta.
VEGA ENGENHARIA AMBIENTAL S.A.,VEGA ENG,VEGA,01.832.326/0001-48 ,6/2/1998,3/13/2002,"Pça. Alberto Lion,366
; CEP: 01515 - 000
; São Paulo - SP 
; Tel.: (11)6165-3575",Cancelou registro de Cia Aberta . Aprovado por 100% dos acionistas.
VIAÇÃO AÉREA SÃO PAULO S.A. - VASP,VASP,VASP,60.703.923/0001-31,14/03/1991,6/3/2008,"Praça Comandante Lineu Gomes , S/N ; CEP:04626-910; São Paulo - SP; Tel.:(11)5532-3460",Falta de atualização do registro perante a BOVESPA.
VICUNHA SIDERURGIA S.A.,VICUNHA SID ,VSID,02.871.007/0001-04,4/26/2001,5/10/2013,"Rua Henrique Schaumann, 270; CEP: 05413-010; São Paulo -SP; Tel.: 2187-2219",Cancelou registro de cia. aberta.
VICUNHA TEXTIL S.A.,VICUNHA TEXT,VINE,07.332.190/0001-93,10/20/1986,12/12/2013,"Rod. Doutor Mendel Steinbruch, S/Nº - Km 09/Bloco 1; CEP: 61939-210; Fortaleza - CE; Tel. (85) 4008-1000","Cancelou registro de cia aberta. A companhia. realizou OPA na BMFBOVESPA em 11/11/2013 ao preço de R$ 16,92 /ação. "
VIGOR ALIMENTOS S.A.,VIGOR FOOD ,VIGR,13.324.184/0001-97,4/2/2012,8/15/2016,"Rua Joaquim Carlos, 396 - 1º andar; CEP: 03019-900; São Paulo-SP; Tel.: (11) 2709-5804",Cancelou registro de cia. aberta.
VISION SECURITIZADORA S.A.,VISION SEC ,VSON,08.937.002/0001-13,8/29/2007,1/5/2017,"Rua Hungria, 514, 12º andar - Sala K; CEP: 01455-000; São Paulo-SP; Tel; (11) 3817-1698",Não iniciou a negociação de seus valores mobiliários até o prazo máximo previsto no Regulamento para Listagem de Emissores e Admissão à Negociação de Valores Mobiliários da BM&FBOVESPA.
